Applicant_ID,Income,Debt,EMI_Ratio,Late_Payments,Employment,CreditScore,DTI_Ratio,Risk,LoanStatus
A0415,83380,14457,66,0,SelfEmployed,547,0.17,High,Rejected
A0416,38261,2660,57,1,Salaried,400,0.07,High,Rejected
A0417,40677,60052,11,5,Salaried,300,1.48,High,Rejected
A0418,32296,34744,13,3,SelfEmployed,300,1.08,High,Rejected
A0419,65250,69943,31,0,SelfEmployed,303,1.07,High,Rejected
A0420,87889,19933,23,4,SelfEmployed,392,0.23,High,Rejected
A0421,87791,19912,20,1,SelfEmployed,511,0.23,High,Rejected
A0422,54017,46440,17,4,Salaried,300,0.86,High,Rejected
A0423,23804,51391,35,4,SelfEmployed,300,2.16,High,Rejected
A0424,94153,72097,22,2,SelfEmployed,386,0.77,High,Rejected
A0425,78652,10151,35,0,SelfEmployed,539,0.13,High,Rejected
A0426,41493,18611,11,3,Salaried,300,0.45,High,Rejected
A0427,99416,19527,63,2,SelfEmployed,518,0.2,High,Rejected
A0428,55499,8984,21,4,Salaried,321,0.16,High,Rejected
A0429,88937,4135,28,1,SelfEmployed,551,0.05,High,Rejected
A0430,69148,37973,43,4,SelfEmployed,300,0.55,High,Rejected
A0431,69006,13093,62,2,SelfEmployed,413,0.19,High,Rejected
A0432,29255,61828,10,1,SelfEmployed,300,2.11,High,Rejected
A0433,99431,42355,30,2,SelfEmployed,472,0.43,High,Rejected
A0434,33180,30863,33,2,SelfEmployed,300,0.93,High,Rejected
A0435,78815,49887,49,2,SelfEmployed,359,0.63,High,Rejected
A0436,98923,58385,58,4,SelfEmployed,358,0.59,High,Rejected
A0437,41939,63660,49,3,SelfEmployed,300,1.52,High,Rejected
A0438,47256,26935,18,3,Salaried,300,0.57,High,Rejected
A0439,92959,17895,25,0,Salaried,606,0.19,High,Rejected
A0440,99224,75244,24,5,Salaried,315,0.76,High,Rejected
A0441,28740,34908,13,5,SelfEmployed,300,1.21,High,Rejected
A0442,93705,10490,69,4,Salaried,465,0.11,High,Rejected
A0443,90856,2664,10,4,SelfEmployed,442,0.03,High,Rejected
A0444,34369,37513,10,2,Salaried,300,1.09,High,Rejected
A0445,33151,69379,49,1,SelfEmployed,300,2.09,High,Rejected
A0446,85868,51705,18,2,Salaried,420,0.6,High,Rejected
A0447,80190,29307,24,5,Salaried,327,0.37,High,Rejected
A0448,92772,47331,22,0,Salaried,542,0.51,High,Rejected
A0449,26627,9623,56,5,SelfEmployed,300,0.36,High,Rejected
A0450,44117,4822,26,4,Salaried,300,0.11,High,Rejected
A0451,61716,41042,35,1,SelfEmployed,333,0.67,High,Rejected
A0452,34490,11431,51,2,SelfEmployed,300,0.33,High,Rejected
A0453,95334,54274,16,4,Salaried,379,0.57,High,Rejected
A0454,42843,37135,34,1,Salaried,300,0.87,High,Rejected
A0455,91611,65108,27,3,SelfEmployed,348,0.71,High,Rejected
A0456,63494,40939,28,4,Salaried,300,0.64,High,Rejected
A0457,76184,48675,19,1,SelfEmployed,388,0.64,High,Rejected
A0458,77840,40838,15,0,Salaried,487,0.52,High,Rejected
A0459,30507,73153,36,1,Salaried,300,2.4,High,Rejected
A0460,69323,18274,12,2,Salaried,429,0.26,High,Rejected
A0461,89531,21963,62,4,SelfEmployed,394,0.25,High,Rejected
A0462,46566,70372,38,5,SelfEmployed,300,1.51,High,Rejected
A0463,92821,20801,14,0,SelfEmployed,570,0.22,High,Rejected
A0464,62734,67433,68,5,SelfEmployed,300,1.07,High,Rejected
A0465,84017,3079,44,2,SelfEmployed,496,0.04,High,Rejected
A0466,26106,72626,25,3,SelfEmployed,300,2.78,High,Rejected
A0467,71671,11216,48,3,Salaried,419,0.16,High,Rejected
A0468,99502,58360,47,4,SelfEmployed,360,0.59,High,Rejected
A0469,58956,12047,55,4,Salaried,325,0.2,High,Rejected
A0470,88906,26560,34,2,SelfEmployed,461,0.3,High,Rejected
A0471,25687,48854,12,5,Salaried,300,1.9,High,Rejected
A0472,56116,33916,62,4,SelfEmployed,300,0.6,High,Rejected
A0473,63786,25741,45,4,SelfEmployed,300,0.4,High,Rejected
A0474,96574,4995,43,3,SelfEmployed,497,0.05,High,Rejected
A0475,98192,42725,16,1,SelfEmployed,506,0.44,High,Rejected
A0476,89862,37447,58,2,SelfEmployed,441,0.42,High,Rejected
A0477,89657,71259,14,2,SelfEmployed,364,0.79,High,Rejected
A0478,27926,1953,36,1,Salaried,363,0.07,High,Rejected
A0479,63384,36227,17,5,SelfEmployed,300,0.57,High,Rejected
A0480,94182,31528,66,4,Salaried,422,0.33,High,Rejected
A0481,86044,23240,41,1,Salaried,527,0.27,High,Rejected
A0482,37415,40120,33,2,Salaried,300,1.07,High,Rejected
A0483,25390,40122,41,3,Salaried,300,1.58,High,Rejected
A0484,67528,54617,39,4,SelfEmployed,300,0.81,High,Rejected
A0485,24742,32403,31,2,Salaried,300,1.31,High,Rejected
A0486,46340,6819,42,4,Salaried,300,0.15,High,Rejected
A0487,33408,78290,53,1,Salaried,300,2.34,High,Rejected
A0488,85595,79813,34,3,Salaried,313,0.93,High,Rejected
A0489,78013,42852,66,4,SelfEmployed,300,0.55,High,Rejected
A0490,22107,8885,34,3,SelfEmployed,300,0.4,High,Rejected
A0491,69049,69969,32,5,Salaried,300,1.01,High,Rejected
A0492,45021,63748,34,0,SelfEmployed,300,1.42,High,Rejected
A0493,23927,10069,39,2,Salaried,300,0.42,High,Rejected
A0494,60148,44310,50,5,Salaried,300,0.74,High,Rejected
A0495,47162,33777,24,4,Salaried,300,0.72,High,Rejected
A0496,64535,79030,25,2,Salaried,300,1.22,High,Rejected
A0497,38634,28045,64,0,SelfEmployed,300,0.73,High,Rejected
A0498,59250,42509,61,0,Salaried,383,0.72,High,Rejected
A0499,51800,49130,18,0,SelfEmployed,300,0.95,High,Rejected
A0500,97393,244,19,4,Salaried,500,0.0,High,Rejected
A0501,46433,2760,47,2,SelfEmployed,360,0.06,High,Rejected
A0502,41013,41141,11,1,Salaried,300,1.0,High,Rejected
A0503,94249,7024,66,5,Salaried,434,0.07,High,Rejected
A0504,43005,63378,13,0,SelfEmployed,300,1.47,High,Rejected
A0505,59611,9310,27,4,Salaried,337,0.16,High,Rejected
A0506,41166,16732,23,2,Salaried,302,0.41,High,Rejected
A0507,90149,36526,32,0,Salaried,554,0.41,High,Rejected
A0508,62093,23231,60,1,Salaried,422,0.37,High,Rejected
A0509,82501,21593,60,1,Salaried,516,0.26,High,Rejected
A0510,99559,19366,44,4,Salaried,469,0.19,High,Rejected
A0511,60410,13931,51,5,SelfEmployed,300,0.23,High,Rejected
A0512,66190,16665,70,4,SelfEmployed,311,0.25,High,Rejected
A0513,67699,66900,39,3,Salaried,300,0.99,High,Rejected
A0514,45366,66711,47,5,SelfEmployed,300,1.47,High,Rejected
A0515,84372,67677,63,1,SelfEmployed,384,0.8,High,Rejected
A0516,46452,49371,41,3,SelfEmployed,300,1.06,High,Rejected
A0517,47565,1896,52,3,Salaried,358,0.04,High,Rejected
A0518,44121,4951,17,0,Salaried,451,0.11,High,Rejected
A0519,56740,15719,34,1,Salaried,423,0.28,High,Rejected
A0520,77547,2540,13,1,Salaried,544,0.03,High,Rejected
A0521,70186,64301,67,5,Salaried,300,0.92,High,Rejected
A0522,66129,69803,37,0,SelfEmployed,310,1.06,High,Rejected
A0523,29058,40671,64,0,SelfEmployed,300,1.4,High,Rejected
A0524,95808,45570,52,2,Salaried,480,0.48,High,Rejected
A0525,79801,10269,36,5,Salaried,373,0.13,High,Rejected
A0526,27583,16076,70,1,SelfEmployed,300,0.58,High,Rejected
A0527,69018,2597,11,5,Salaried,354,0.04,High,Rejected
A0528,80004,32919,17,5,SelfEmployed,300,0.41,High,Rejected
A0529,33612,77232,26,5,SelfEmployed,300,2.3,High,Rejected
A0530,85121,61418,68,4,SelfEmployed,300,0.72,High,Rejected
A0531,25452,70692,24,3,SelfEmployed,300,2.78,High,Rejected
A0532,85490,30679,14,3,Salaried,427,0.36,High,Rejected
A0533,82840,16970,41,1,Salaried,528,0.2,High,Rejected
A0534,52091,25131,29,4,Salaried,300,0.48,High,Rejected
A0535,31797,13075,32,1,SelfEmployed,300,0.41,High,Rejected
A0536,43014,74967,13,2,SelfEmployed,300,1.74,High,Rejected
A0537,98149,55764,43,1,Salaried,509,0.57,High,Rejected
A0538,73160,16547,56,0,SelfEmployed,500,0.23,High,Rejected
A0539,43912,77917,57,0,Salaried,300,1.77,High,Rejected
A0540,98239,20870,62,5,SelfEmployed,391,0.21,High,Rejected
A0541,84242,9395,31,1,SelfEmployed,522,0.11,High,Rejected
A0542,73012,68814,29,0,SelfEmployed,357,0.94,High,Rejected
A0543,86102,9962,21,1,Salaried,558,0.12,High,Rejected
A0544,86730,52634,12,1,Salaried,462,0.61,High,Rejected
A0545,28793,72208,14,1,SelfEmployed,300,2.51,High,Rejected
A0546,67329,9259,49,1,Salaried,488,0.14,High,Rejected
A0547,27135,51671,10,4,Salaried,300,1.9,High,Rejected
A0548,37789,53177,45,0,SelfEmployed,300,1.41,High,Rejected
A0549,94997,56072,67,5,Salaried,334,0.59,High,Rejected
A0550,87131,17349,27,0,Salaried,585,0.2,High,Rejected
A0551,39542,6060,26,0,SelfEmployed,397,0.15,High,Rejected
A0552,69891,20551,20,0,SelfEmployed,475,0.29,High,Rejected
A0553,96766,58240,49,1,Salaried,498,0.6,High,Rejected
A0554,20293,22396,19,5,SelfEmployed,300,1.1,High,Rejected
A0555,79172,23197,35,4,Salaried,378,0.29,High,Rejected
A0556,37368,5773,10,1,Salaried,379,0.15,High,Rejected
A0557,85847,53974,21,4,Salaried,334,0.63,High,Rejected
A0558,95127,77694,27,0,SelfEmployed,459,0.82,High,Rejected
A0559,67894,13839,22,1,SelfEmployed,446,0.2,High,Rejected
A0560,63398,64051,56,0,SelfEmployed,309,1.01,High,Rejected
A0561,32102,67724,65,5,SelfEmployed,300,2.11,High,Rejected
A0562,69125,8417,59,5,Salaried,337,0.12,High,Rejected
A0563,24202,30791,68,4,SelfEmployed,300,1.27,High,Rejected
A0564,24360,21834,49,4,SelfEmployed,300,0.9,High,Rejected
A0565,42291,26375,11,0,SelfEmployed,313,0.62,High,Rejected
A0566,41745,48844,66,3,Salaried,300,1.17,High,Rejected
A0567,30717,17661,46,2,SelfEmployed,300,0.57,High,Rejected
A0568,52220,68005,26,0,SelfEmployed,300,1.3,High,Rejected
A0569,43436,25148,20,1,SelfEmployed,300,0.58,High,Rejected
A0570,75418,20486,54,5,Salaried,329,0.27,High,Rejected
A0571,63516,25949,43,4,SelfEmployed,300,0.41,High,Rejected
A0572,55430,71862,69,5,Salaried,300,1.3,High,Rejected
A0573,56840,67588,13,0,Salaried,300,1.19,High,Rejected
A0574,43638,39094,58,3,Salaried,300,0.9,High,Rejected
A0575,33602,2950,36,4,Salaried,300,0.09,High,Rejected
A0576,83920,69751,61,2,Salaried,367,0.83,High,Rejected
A0577,22448,42373,66,3,Salaried,300,1.89,High,Rejected
A0578,55331,11235,46,5,SelfEmployed,300,0.2,High,Rejected
A0579,63443,28134,40,3,Salaried,333,0.44,High,Rejected
A0580,49444,14816,25,4,SelfEmployed,300,0.3,High,Rejected
A0581,82269,59651,32,4,SelfEmployed,300,0.73,High,Rejected
A0582,90197,50934,46,1,Salaried,482,0.56,High,Rejected
A0583,76294,23827,27,3,SelfEmployed,374,0.31,High,Rejected
A0584,83067,65477,24,0,Salaried,453,0.79,High,Rejected
A0585,25994,23803,48,3,SelfEmployed,300,0.92,High,Rejected
A0586,81603,39086,44,1,SelfEmployed,439,0.48,High,Rejected
A0587,23089,15962,43,5,Salaried,300,0.69,High,Rejected
A0588,46815,55832,52,4,SelfEmployed,300,1.19,High,Rejected
A0589,43376,75262,28,2,SelfEmployed,300,1.74,High,Rejected
A0590,73732,31664,26,2,SelfEmployed,382,0.43,High,Rejected
A0591,45443,66592,42,0,SelfEmployed,300,1.47,High,Rejected
A0592,25074,29677,24,3,SelfEmployed,300,1.18,High,Rejected
A0593,35941,499,25,0,Salaried,443,0.01,High,Rejected
A0594,83902,12374,41,4,Salaried,424,0.15,High,Rejected
A0595,90894,4768,44,2,Salaried,547,0.05,High,Rejected
A0596,34916,73635,44,5,Salaried,300,2.11,High,Rejected
A0597,87138,72639,46,5,Salaried,300,0.83,High,Rejected
A0598,49533,8450,69,0,Salaried,459,0.17,High,Rejected
A0599,38697,1007,69,5,Salaried,300,0.03,High,Rejected
A0600,92344,65550,26,4,SelfEmployed,311,0.71,High,Rejected
A0601,90987,56741,40,2,Salaried,433,0.62,High,Rejected
A0602,72055,39837,53,2,SelfEmployed,351,0.55,High,Rejected
A0603,73117,67717,45,5,SelfEmployed,300,0.93,High,Rejected
A0604,84342,3680,19,1,Salaried,566,0.04,High,Rejected
A0605,96479,33901,10,0,SelfEmployed,557,0.35,High,Rejected
A0606,70365,39737,68,4,SelfEmployed,300,0.56,High,Rejected
A0607,92182,6807,52,1,Salaried,587,0.07,High,Rejected
A0608,85879,15648,43,4,SelfEmployed,394,0.18,High,Rejected
A0609,95414,44138,32,2,Salaried,481,0.46,High,Rejected
A0610,32499,69634,65,1,SelfEmployed,300,2.14,High,Rejected
A0611,99094,49009,36,3,SelfEmployed,417,0.49,High,Rejected
A0612,52537,20820,60,3,Salaried,304,0.4,High,Rejected
A0613,61678,72464,54,0,Salaried,300,1.17,High,Rejected
A0614,75748,41446,31,4,Salaried,315,0.55,High,Rejected
A0615,95681,52078,20,4,SelfEmployed,356,0.54,High,Rejected
A0616,68376,58560,15,4,SelfEmployed,300,0.86,High,Rejected
A0617,29607,66530,36,0,Salaried,300,2.25,High,Rejected
A0618,53097,50605,68,3,SelfEmployed,300,0.95,High,Rejected
A0619,74935,79685,59,5,SelfEmployed,300,1.06,High,Rejected
A0620,95887,50401,51,5,SelfEmployed,320,0.53,High,Rejected
A0621,80935,56338,67,4,Salaried,304,0.7,High,Rejected
A0622,63744,69880,61,0,Salaried,323,1.1,High,Rejected
A0623,69581,5367,39,1,SelfEmployed,478,0.08,High,Rejected
A0624,33444,72924,35,2,SelfEmployed,300,2.18,High,Rejected
A0625,23401,11238,59,2,SelfEmployed,300,0.48,High,Rejected
A0626,86780,49606,56,1,Salaried,469,0.57,High,Rejected
A0627,21339,79535,20,4,Salaried,300,3.73,High,Rejected
A0628,83474,16297,23,5,SelfEmployed,343,0.2,High,Rejected
A0629,55849,43115,29,0,SelfEmployed,331,0.77,High,Rejected
A0630,55448,47359,42,2,SelfEmployed,300,0.85,High,Rejected
A0631,74848,12503,13,2,SelfEmployed,438,0.17,High,Rejected
A0632,99304,59779,51,1,Salaried,507,0.6,High,Rejected
A0633,58993,68621,50,0,Salaried,300,1.16,High,Rejected
A0634,68328,3482,19,4,Salaried,388,0.05,High,Rejected
A0635,84798,16724,70,2,Salaried,497,0.2,High,Rejected
A0636,59924,24748,41,3,Salaried,327,0.41,High,Rejected
A0637,92499,21417,18,2,Salaried,517,0.23,High,Rejected
A0638,89876,79305,18,5,Salaried,300,0.88,High,Rejected
A0639,53694,58250,20,3,Salaried,300,1.08,High,Rejected
A0640,93952,53432,33,3,SelfEmployed,385,0.57,High,Rejected
A0641,96188,5240,28,2,Salaried,565,0.05,High,Rejected
A0642,23983,36210,61,4,Salaried,300,1.51,High,Rejected
A0643,60814,28233,28,2,Salaried,359,0.46,High,Rejected
A0644,24405,25999,38,4,SelfEmployed,300,1.07,High,Rejected
A0645,51892,50479,68,2,Salaried,300,0.97,High,Rejected
A0646,71541,53227,12,0,SelfEmployed,391,0.74,High,Rejected
A0647,77389,10879,25,3,SelfEmployed,412,0.14,High,Rejected
A0648,64838,16860,32,1,Salaried,454,0.26,High,Rejected
A0649,53109,12883,61,4,Salaried,300,0.24,High,Rejected
A0650,22965,5746,26,5,SelfEmployed,300,0.25,High,Rejected
A0651,97626,22156,20,0,Salaried,616,0.23,High,Rejected
A0652,97927,11801,38,0,SelfEmployed,608,0.12,High,Rejected
A0653,36202,6966,22,3,SelfEmployed,300,0.19,High,Rejected
A0654,93397,78103,69,4,Salaried,319,0.84,High,Rejected
A0655,22760,73147,49,0,Salaried,300,3.21,High,Rejected
A0656,96716,67241,33,1,SelfEmployed,449,0.7,High,Rejected
A0657,29895,12617,25,0,SelfEmployed,310,0.42,High,Rejected
A0658,24731,52549,29,2,SelfEmployed,300,2.12,High,Rejected
A0659,55167,47909,68,2,SelfEmployed,300,0.87,High,Rejected
A0660,38427,38777,33,2,SelfEmployed,300,1.01,High,Rejected
A0661,36348,62385,54,5,SelfEmployed,300,1.72,High,Rejected
A0662,73832,10072,13,1,Salaried,511,0.14,High,Rejected
A0663,37098,38366,51,5,Salaried,300,1.03,High,Rejected
A0664,24650,25008,69,4,Salaried,300,1.01,High,Rejected
A0665,23107,43418,23,3,Salaried,300,1.88,High,Rejected
A0666,22162,73990,11,2,Salaried,300,3.34,High,Rejected
A0667,67205,4679,66,3,SelfEmployed,391,0.07,High,Rejected
A0668,41881,33904,45,4,Salaried,300,0.81,High,Rejected
A0669,58464,51718,33,5,Salaried,300,0.88,High,Rejected
A0670,54546,56904,68,4,Salaried,300,1.04,High,Rejected
A0671,86697,14440,68,1,SelfEmployed,520,0.17,High,Rejected
A0672,69472,30702,35,2,Salaried,394,0.44,High,Rejected
A0673,93175,77970,37,4,Salaried,318,0.84,High,Rejected
A0674,86350,13828,41,5,Salaried,390,0.16,High,Rejected
A0675,41817,33472,62,0,SelfEmployed,300,0.8,High,Rejected
A0676,99038,3881,42,3,SelfEmployed,508,0.04,High,Rejected
A0677,97640,39413,66,0,SelfEmployed,551,0.4,High,Rejected
A0678,77304,65413,48,3,Salaried,301,0.85,High,Rejected
A0679,55397,76111,10,0,Salaried,300,1.37,High,Rejected
A0680,68909,74328,32,3,SelfEmployed,300,1.08,High,Rejected
A0681,33569,42220,62,4,Salaried,300,1.26,High,Rejected
A0682,55274,25520,70,4,Salaried,300,0.46,High,Rejected
A0683,64601,55919,34,1,Salaried,332,0.87,High,Rejected
A0684,53416,59268,43,1,Salaried,300,1.11,High,Rejected
A0685,48734,40656,70,0,SelfEmployed,300,0.83,High,Rejected
A0686,65566,10640,30,3,SelfEmployed,367,0.16,High,Rejected
A0687,47081,26826,26,3,Salaried,300,0.57,High,Rejected
A0688,61165,44922,39,0,SelfEmployed,357,0.73,High,Rejected
A0689,63191,38438,26,4,SelfEmployed,300,0.61,High,Rejected
A0690,77063,59692,52,5,SelfEmployed,300,0.77,High,Rejected
A0691,37138,51530,39,4,Salaried,300,1.39,High,Rejected
A0692,66619,28931,13,3,SelfEmployed,316,0.43,High,Rejected
A0693,91495,18447,55,5,SelfEmployed,369,0.2,High,Rejected
A0694,83926,76184,13,1,SelfEmployed,362,0.91,High,Rejected
A0695,46186,42415,28,1,SelfEmployed,300,0.92,High,Rejected
A0696,58474,67750,66,4,Salaried,300,1.16,High,Rejected
A0697,85818,56620,26,3,SelfEmployed,338,0.66,High,Rejected
A0698,91749,48569,12,3,SelfEmployed,385,0.53,High,Rejected
A0699,61833,49378,10,5,SelfEmployed,300,0.8,High,Rejected
A0700,70910,44423,56,2,Salaried,362,0.63,High,Rejected
A0701,59008,52694,12,0,SelfEmployed,317,0.89,High,Rejected
A0702,70371,60337,33,3,SelfEmployed,300,0.86,High,Rejected
A0703,95822,40368,67,4,SelfEmployed,381,0.42,High,Rejected
A0704,30070,76283,23,3,SelfEmployed,300,2.54,High,Rejected
A0705,32242,6378,69,0,SelfEmployed,363,0.2,High,Rejected
A0706,45786,52368,54,0,Salaried,300,1.14,High,Rejected
A0707,39701,20230,61,5,Salaried,300,0.51,High,Rejected
A0708,69395,32979,69,1,SelfEmployed,397,0.48,High,Rejected
A0709,50317,27725,15,1,Salaried,345,0.55,High,Rejected
A0710,20107,33331,63,2,SelfEmployed,300,1.66,High,Rejected
A0711,31906,30995,23,5,Salaried,300,0.97,High,Rejected
A0712,24339,37305,37,1,Salaried,300,1.53,High,Rejected
A0713,36938,33994,39,3,Salaried,300,0.92,High,Rejected
A0714,59989,76756,64,0,SelfEmployed,300,1.28,High,Rejected
A0715,99549,44007,57,3,SelfEmployed,430,0.44,High,Rejected
A0716,53942,38210,50,4,Salaried,300,0.71,High,Rejected
A0717,30691,40938,39,1,SelfEmployed,300,1.33,High,Rejected
A0718,63358,28528,63,0,SelfEmployed,421,0.45,High,Rejected
A0719,64819,21964,63,2,SelfEmployed,369,0.34,High,Rejected
A0720,91360,51935,26,4,SelfEmployed,336,0.57,High,Rejected
A0721,86475,12736,15,1,Salaried,553,0.15,High,Rejected
A0722,31280,66628,52,5,Salaried,300,2.13,High,Rejected
A0723,89160,1108,30,3,Salaried,509,0.01,High,Rejected
A0724,49940,47772,10,5,SelfEmployed,300,0.96,High,Rejected
A0725,89960,9135,32,1,SelfEmployed,544,0.1,High,Rejected
A0726,70544,58963,70,4,SelfEmployed,300,0.84,High,Rejected
A0727,52605,35332,42,2,SelfEmployed,300,0.67,High,Rejected
A0728,84046,72031,36,1,Salaried,402,0.86,High,Rejected
A0729,80652,37525,49,3,SelfEmployed,359,0.47,High,Rejected
A0730,38768,26055,38,4,Salaried,300,0.67,High,Rejected
A0731,75794,57490,38,4,Salaried,300,0.76,High,Rejected
A0732,65145,61915,21,1,SelfEmployed,300,0.95,High,Rejected
A0733,91616,12540,24,0,Salaried,613,0.14,High,Rejected
A0734,79256,7999,48,5,SelfEmployed,347,0.1,High,Rejected
A0735,53543,73943,25,2,Salaried,300,1.38,High,Rejected
A0736,55005,42910,32,4,Salaried,300,0.78,High,Rejected
A0737,82615,23323,23,2,SelfEmployed,442,0.28,High,Rejected
A0738,95014,31187,46,0,SelfEmployed,556,0.33,High,Rejected
A0739,82318,7888,22,5,SelfEmployed,358,0.1,High,Rejected
A0740,74864,48347,24,0,Salaried,452,0.65,High,Rejected
A0741,32879,27369,36,3,SelfEmployed,300,0.83,High,Rejected
A0742,46095,2462,40,5,SelfEmployed,300,0.05,High,Rejected
A0743,20161,71864,62,1,Salaried,300,3.56,High,Rejected
A0744,83266,64254,63,2,Salaried,377,0.77,High,Rejected
A0745,31889,14861,47,0,SelfEmployed,308,0.47,High,Rejected
A0746,40314,13551,64,2,SelfEmployed,300,0.34,High,Rejected
A0747,43241,52060,48,1,SelfEmployed,300,1.2,High,Rejected
A0748,47502,12502,53,2,Salaried,353,0.26,High,Rejected
A0749,39036,17090,16,2,Salaried,300,0.44,High,Rejected
A0750,49418,54413,61,4,SelfEmployed,300,1.1,High,Rejected
A0751,66325,51339,15,2,SelfEmployed,300,0.77,High,Rejected
A0752,64473,47998,51,4,SelfEmployed,300,0.74,High,Rejected
A0753,79899,46506,47,0,SelfEmployed,453,0.58,High,Rejected
A0754,75973,57848,23,5,Salaried,300,0.76,High,Rejected
A0755,28140,79249,30,3,Salaried,300,2.82,High,Rejected
A0756,65823,20043,53,0,SelfEmployed,459,0.3,High,Rejected
A0757,51155,2655,62,1,Salaried,448,0.05,High,Rejected
A0758,31371,31221,38,2,Salaried,300,1.0,High,Rejected
A0759,52407,67486,69,1,Salaried,300,1.29,High,Rejected
A0760,39724,40467,34,1,Salaried,300,1.02,High,Rejected
A0761,26238,28209,38,4,SelfEmployed,300,1.08,High,Rejected
A0762,79610,32365,27,1,SelfEmployed,447,0.41,High,Rejected
A0763,47712,8000,13,4,SelfEmployed,300,0.17,High,Rejected
A0764,23288,27475,48,5,SelfEmployed,300,1.18,High,Rejected
A0765,77259,63523,17,3,SelfEmployed,300,0.82,High,Rejected
A0766,88448,55481,22,0,SelfEmployed,474,0.63,High,Rejected
A0767,73379,66864,44,2,SelfEmployed,300,0.91,High,Rejected
A0768,81655,53185,54,2,Salaried,395,0.65,High,Rejected
A0769,43067,39441,50,0,Salaried,300,0.92,High,Rejected
A0770,68082,20849,50,5,Salaried,300,0.31,High,Rejected
A0771,38523,53563,41,2,Salaried,300,1.39,High,Rejected
A0772,52773,42674,66,3,Salaried,300,0.81,High,Rejected
A0773,23220,19059,45,5,SelfEmployed,300,0.82,High,Rejected
A0774,60529,70546,22,5,SelfEmployed,300,1.17,High,Rejected
A0775,64432,70966,31,3,Salaried,300,1.1,High,Rejected
A0776,57104,29586,33,5,SelfEmployed,300,0.52,High,Rejected
A0777,68111,31606,16,3,SelfEmployed,315,0.46,High,Rejected
A0778,28839,21360,13,0,Salaried,300,0.74,High,Rejected
A0779,34815,14780,35,4,SelfEmployed,300,0.42,High,Rejected
A0780,96370,4244,21,4,SelfEmployed,458,0.04,High,Rejected
A0781,56848,46549,61,0,Salaried,355,0.82,High,Rejected
A0782,78358,18383,29,4,Salaried,387,0.23,High,Rejected
A0783,70452,54412,70,0,SelfEmployed,382,0.77,High,Rejected
A0784,65165,12477,31,1,Salaried,469,0.19,High,Rejected
A0785,31304,716,24,2,SelfEmployed,314,0.02,High,Rejected
A0786,64887,73490,57,2,Salaried,300,1.13,High,Rejected
A0787,58768,36746,25,3,Salaried,300,0.63,High,Rejected
A0788,73162,34236,10,3,Salaried,362,0.47,High,Rejected
A0789,21551,40638,36,3,Salaried,300,1.89,High,Rejected
A0790,27914,19711,37,3,Salaried,300,0.71,High,Rejected
A0791,60070,75054,27,2,Salaried,300,1.25,High,Rejected
A0792,50869,56144,21,5,SelfEmployed,300,1.1,High,Rejected
A0793,67281,27305,48,5,SelfEmployed,300,0.41,High,Rejected
A0794,94218,77583,70,3,SelfEmployed,335,0.82,High,Rejected
A0795,99992,34037,10,5,Salaried,401,0.34,High,Rejected
A0796,93504,38829,66,4,SelfEmployed,374,0.42,High,Rejected
A0797,87241,37498,59,5,Salaried,339,0.43,High,Rejected
A0798,75118,54317,30,3,SelfEmployed,300,0.72,High,Rejected
A0799,67366,28486,63,3,SelfEmployed,321,0.42,High,Rejected
A0800,41338,2541,17,3,Salaried,332,0.06,High,Rejected
A0801,67136,26261,13,5,SelfEmployed,300,0.39,High,Rejected
A0802,57042,48874,59,0,Salaried,348,0.86,High,Rejected
A0803,50767,20067,61,2,Salaried,338,0.4,High,Rejected
A0804,98761,78155,62,5,SelfEmployed,300,0.79,High,Rejected
A0805,83165,49147,60,0,Salaried,492,0.59,High,Rejected
A0806,87333,47732,10,5,Salaried,316,0.55,High,Rejected
A0807,50176,77443,64,3,SelfEmployed,300,1.54,High,Rejected
A0808,99915,8944,35,4,SelfEmployed,461,0.09,High,Rejected
A0809,95449,61803,61,1,SelfEmployed,454,0.65,High,Rejected
A0810,63830,70012,20,0,SelfEmployed,300,1.1,High,Rejected
A0811,45080,2983,16,5,Salaried,300,0.07,High,Rejected
A0812,31149,54918,32,0,Salaried,300,1.76,High,Rejected
A0813,39701,14349,52,5,Salaried,300,0.36,High,Rejected
A0814,87190,4780,48,2,Salaried,534,0.05,High,Rejected
A0815,62408,26093,19,2,SelfEmployed,344,0.42,High,Rejected
A0816,67992,7197,45,3,Salaried,416,0.11,High,Rejected
A0817,80702,51870,34,0,Salaried,473,0.64,High,Rejected
A0818,40294,75816,19,3,SelfEmployed,300,1.88,High,Rejected
A0819,95119,45257,30,4,Salaried,397,0.48,High,Rejected
A0820,25692,10259,12,0,SelfEmployed,300,0.4,High,Rejected
A0821,49705,21095,48,5,SelfEmployed,300,0.42,High,Rejected
A0822,77051,28727,56,2,SelfEmployed,405,0.37,High,Rejected
A0823,35915,7402,55,3,Salaried,300,0.21,High,Rejected
A0824,25114,14454,13,5,Salaried,300,0.58,High,Rejected
A0825,57079,11835,68,3,SelfEmployed,328,0.21,High,Rejected
A0826,51853,4796,38,0,Salaried,482,0.09,High,Rejected
A0827,93713,39893,34,4,Salaried,402,0.43,High,Rejected
A0828,98242,51804,33,0,Salaried,558,0.53,High,Rejected
A0829,81088,74284,46,3,Salaried,300,0.92,High,Rejected
